Model,MSO2024B
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.02,
Sample Interval,1.6e-06,
Filter Frequency,2e+08,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,1,
Label,,
TIME,CH1,CH1 Peak Detect
-9.86800e-02,0.42,-0.98
-9.86784e-02,-0.46,1.02
-9.86768e-02,-0.86,-0.94
-9.86752e-02,-0.0199999,1.02
-9.86736e-02,1.02,-0.94
-9.86720e-02,0.42,1.02
-9.86704e-02,-0.46,-0.94
-9.86688e-02,-0.86,1.02
-9.86672e-02,-0.0199999,-0.94
-9.86656e-02,0.98,1.02
-9.86640e-02,0.46,-0.94
-9.86624e-02,-0.5,1.02
-9.86608e-02,-0.86,-0.94
-9.86592e-02,-0.0199999,1.02
-9.86576e-02,0.98,-0.94
-9.86560e-02,0.46,1.02
-9.86544e-02,-0.46,-0.94
-9.86528e-02,-0.9,1.02
-9.86512e-02,0.0200001,-0.94
-9.86496e-02,0.98,1.02
-9.86480e-02,0.46,-0.94
-9.86464e-02,-0.46,1.02
-9.86448e-02,-0.86,-0.94
-9.86432e-02,-0.0199999,1.02
-9.86416e-02,0.98,-0.94
-9.86400e-02,0.46,1.02
-9.86384e-02,-0.46,-0.94
-9.86368e-02,-0.86,1.02
-9.86352e-02,-0.0199999,-0.94
-9.86336e-02,0.98,1.02
-9.86320e-02,0.5,-0.94
-9.86304e-02,-0.46,1.02
-9.86288e-02,-0.86,-0.94
-9.86272e-02,-0.0599999,1.02
-9.86256e-02,0.94,-0.94
-9.86240e-02,0.46,1.02
-9.86224e-02,-0.46,-0.94
-9.86208e-02,-0.86,1.02
-9.86192e-02,-0.0599999,-0.98
-9.86176e-02,0.94,0.98
-9.86160e-02,0.46,-0.98
-9.86144e-02,-0.46,0.98
-9.86128e-02,-0.86,-0.94
-9.86112e-02,-0.0599999,0.98
-9.86096e-02,0.94,-0.94
-9.86080e-02,0.46,0.98
-9.86064e-02,-0.46,-0.98
-9.86048e-02,-0.86,0.98
-9.86032e-02,-0.0199999,-0.98
-9.86016e-02,0.94,0.98
-9.86000e-02,0.5,-0.98
-9.85984e-02,-0.46,0.98
-9.85968e-02,-0.86,-0.98
-9.85952e-02,-0.0599999,0.98
-9.85936e-02,0.94,-0.98
-9.85920e-02,0.5,0.98
-9.85904e-02,-0.42,-0.98
-9.85888e-02,-0.86,0.98
-9.85872e-02,-0.0599999,-0.98
-9.85856e-02,0.9,0.98
-9.85840e-02,0.54,-0.98
-9.85824e-02,-0.42,0.98
-9.85808e-02,-0.86,-0.98
-9.85792e-02,-0.0999999,0.98
-9.85776e-02,0.9,-0.98
-9.85760e-02,0.54,0.98
-9.85744e-02,-0.42,-0.98
-9.85728e-02,-0.9,0.98
-9.85712e-02,-0.0999999,-1.02
-9.85696e-02,0.9,0.98
-9.85680e-02,0.5,-0.98
-9.85664e-02,-0.42,0.94
-9.85648e-02,-0.86,-0.98
-9.85632e-02,-0.0599999,0.94
-9.85616e-02,0.9,-0.98
-9.85600e-02,0.54,0.94
-9.85584e-02,-0.42,-1.02
-9.85568e-02,-0.9,0.94
-9.85552e-02,-0.0999999,-1.02
-9.85536e-02,0.9,0.94
-9.85520e-02,0.54,-1.02
-9.85504e-02,-0.42,0.98
-9.85488e-02,-0.9,-1.02
-9.85472e-02,-0.0999999,0.94
-9.85456e-02,0.86,-1.02
-9.85440e-02,0.54,0.94
-9.85424e-02,-0.42,-1.02
-9.85408e-02,-0.86,0.94
-9.85392e-02,-0.0999999,-1.02
-9.85376e-02,0.86,0.94
-9.85360e-02,0.5,-1.02
-9.85344e-02,-0.38,0.94
-9.85328e-02,-0.9,-1.02
-9.85312e-02,-0.0599999,0.94
-9.85296e-02,0.86,-1.02
-9.85280e-02,0.58,0.94
-9.85264e-02,-0.38,-1.02
-9.85248e-02,-0.9,0.94
-9.85232e-02,-0.0999999,-1.02
-9.85216e-02,0.9,0.94
-9.85200e-02,0.58,-1.02
-9.85184e-02,-0.38,0.94
-9.85168e-02,-0.86,-1.02
-9.85152e-02,-0.0999999,0.94
-9.85136e-02,0.9,-1.02
-9.85120e-02,0.54,0.94
-9.85104e-02,-0.38,-1.02
-9.85088e-02,-0.86,0.94
-9.85072e-02,-0.0999999,-1.02
-9.85056e-02,0.9,0.94
-9.85040e-02,0.58,-1.06
-9.85024e-02,-0.38,0.94
-9.85008e-02,-0.86,-1.02
-9.84992e-02,-0.0999999,0.94
-9.84976e-02,0.86,-1.06
-9.84960e-02,0.54,0.94
-9.84944e-02,-0.38,-1.02
-9.84928e-02,-0.9,0.94
-9.84912e-02,-0.0999999,-1.02
-9.84896e-02,0.9,0.94
-9.84880e-02,0.54,-1.02
-9.84864e-02,-0.38,0.94
-9.84848e-02,-0.9,-1.02
-9.84832e-02,-0.0999999,0.94
-9.84816e-02,0.94,-1.02
-9.84800e-02,0.58,0.98
-9.84784e-02,-0.38,-1.06
-9.84768e-02,-0.9,0.94
-9.84752e-02,-0.14,-1.06
-9.84736e-02,0.9,0.94
-9.84720e-02,0.58,-1.06
-9.84704e-02,-0.38,0.94
-9.84688e-02,-0.9,-1.02
-9.84672e-02,-0.14,0.94
-9.84656e-02,0.94,-1.02
-9.84640e-02,0.58,0.98
-9.84624e-02,-0.38,-1.02
-9.84608e-02,-0.86,0.98
-9.84592e-02,-0.14,-1.02
-9.84576e-02,0.94,0.98
-9.84560e-02,0.54,-1.06
-9.84544e-02,-0.38,0.98
-9.84528e-02,-0.9,-1.02
-9.84512e-02,-0.14,0.98
-9.84496e-02,0.98,-1.02
-9.84480e-02,0.54,0.98
-9.84464e-02,-0.38,-1.02
-9.84448e-02,-0.86,0.98
-9.84432e-02,-0.0999999,-1.02
-9.84416e-02,0.98,0.98
-9.84400e-02,0.54,-1.06
-9.84384e-02,-0.38,0.98
-9.84368e-02,-0.9,-1.02
-9.84352e-02,-0.14,1.02
-9.84336e-02,0.98,-1.06
-9.84320e-02,0.58,1.02
-9.84304e-02,-0.38,-1.02
-9.84288e-02,-0.9,1.02
-9.84272e-02,-0.14,-1.06
-9.84256e-02,0.98,0.98
-9.84240e-02,0.58,-1.02
-9.84224e-02,-0.34,0.98
-9.84208e-02,-0.9,-1.02
-9.84192e-02,-0.18,1.02
-9.84176e-02,0.94,-1.02
-9.84160e-02,0.54,0.98
-9.84144e-02,-0.38,-1.02
-9.84128e-02,-0.9,1.02
-9.84112e-02,-0.14,-1.02
-9.84096e-02,0.98,1.02
-9.84080e-02,0.54,-1.02
-9.84064e-02,-0.34,0.98
-9.84048e-02,-0.86,-0.98
-9.84032e-02,-0.18,1.02
-9.84016e-02,0.94,-1.02
-9.84000e-02,0.54,0.98
-9.83984e-02,-0.34,-0.98
-9.83968e-02,-0.86,0.98
-9.83952e-02,-0.14,-1.02
-9.83936e-02,0.98,0.98
-9.83920e-02,0.58,-0.98
-9.83904e-02,-0.38,1.02
-9.83888e-02,-0.9,-1.02
-9.83872e-02,-0.14,1.02
-9.83856e-02,0.98,-1.02
-9.83840e-02,0.58,1.02
-9.83824e-02,-0.34,-1.02
-9.83808e-02,-0.9,0.98
-9.83792e-02,-0.18,-0.98
-9.83776e-02,0.98,1.02
-9.83760e-02,0.58,-0.98
-9.83744e-02,-0.34,1.02
-9.83728e-02,-0.9,-1.02
-9.83712e-02,-0.18,0.98
-9.83696e-02,0.94,-0.98
-9.83680e-02,0.58,1.02
-9.83664e-02,-0.34,-0.98
-9.83648e-02,-0.9,1.02
-9.83632e-02,-0.18,-1.02
-9.83616e-02,0.94,0.98
-9.83600e-02,0.58,-0.98
-9.83584e-02,-0.3,0.98
-9.83568e-02,-0.9,-0.98
-9.83552e-02,-0.18,0.98
-9.83536e-02,0.9,-1.02
-9.83520e-02,0.58,0.98
-9.83504e-02,-0.34,-0.98
-9.83488e-02,-0.86,0.98
-9.83472e-02,-0.18,-1.02
-9.83456e-02,0.9,0.98
-9.83440e-02,0.58,-1.02
-9.83424e-02,-0.3,0.98
-9.83408e-02,-0.9,-1.02
-9.83392e-02,-0.18,0.98
-9.83376e-02,0.9,-0.98
-9.83360e-02,0.62,0.98
-9.83344e-02,-0.34,-1.02
-9.83328e-02,-0.86,0.94
-9.83312e-02,-0.18,-1.02
-9.83296e-02,0.9,0.94
-9.83280e-02,0.58,-1.02
-9.83264e-02,-0.34,0.98
-9.83248e-02,-0.86,-0.98
-9.83232e-02,-0.18,0.94
-9.83216e-02,0.9,-1.02
-9.83200e-02,0.62,0.98
-9.83184e-02,-0.3,-1.02
-9.83168e-02,-0.9,0.94
-9.83152e-02,-0.22,-1.02
-9.83136e-02,0.9,0.94
-9.83120e-02,0.62,-1.02
-9.83104e-02,-0.3,0.94
-9.83088e-02,-0.9,-1.02
-9.83072e-02,-0.22,0.94
-9.83056e-02,0.86,-1.02
-9.83040e-02,0.66,0.94
-9.83024e-02,-0.26,-1.02
-9.83008e-02,-0.86,0.94
-9.82992e-02,-0.22,-1.02
-9.82976e-02,0.86,0.94
-9.82960e-02,0.62,-1.02
-9.82944e-02,-0.3,0.94
-9.82928e-02,-0.9,-1.02
-9.82912e-02,-0.22,0.94
-9.82896e-02,0.86,-1.06
-9.82880e-02,0.66,0.94
-9.82864e-02,-0.3,-1.02
-9.82848e-02,-0.9,0.94
-9.82832e-02,-0.22,-1.02
-9.82816e-02,0.86,0.94
-9.82800e-02,0.66,-1.02
-9.82784e-02,-0.3,0.94
-9.82768e-02,-0.9,-1.02
-9.82752e-02,-0.26,0.94
-9.82736e-02,0.82,-1.02
-9.82720e-02,0.62,0.94
-9.82704e-02,-0.26,-1.02
-9.82688e-02,-0.9,0.94
-9.82672e-02,-0.26,-1.02
-9.82656e-02,0.82,0.94
-9.82640e-02,0.7,-1.02
-9.82624e-02,-0.26,0.94
-9.82608e-02,-0.9,-1.02
-9.82592e-02,-0.26,0.94
-9.82576e-02,0.78,-1.02
-9.82560e-02,0.66,0.94
-9.82544e-02,-0.3,-1.02
-9.82528e-02,-0.86,0.94
-9.82512e-02,-0.26,-1.02
-9.82496e-02,0.82,0.94
-9.82480e-02,0.66,-1.02
-9.82464e-02,-0.26,0.94
-9.82448e-02,-0.9,-1.02
-9.82432e-02,-0.26,0.94
-9.82416e-02,0.82,-1.02
-9.82400e-02,0.66,0.94
-9.82384e-02,-0.26,-1.02
-9.82368e-02,-0.9,0.94
-9.82352e-02,-0.26,-1.06
-9.82336e-02,0.82,0.94
-9.82320e-02,0.62,-1.02
-9.82304e-02,-0.26,0.94
-9.82288e-02,-0.9,-1.02
-9.82272e-02,-0.26,0.94
-9.82256e-02,0.86,-1.06
-9.82240e-02,0.66,0.94
-9.82224e-02,-0.26,-1.02
-9.82208e-02,-0.9,0.94
-9.82192e-02,-0.26,-1.02
-9.82176e-02,0.82,0.94
-9.82160e-02,0.66,-1.02
-9.82144e-02,-0.22,0.94
-9.82128e-02,-0.9,-1.02
-9.82112e-02,-0.26,0.94
-9.82096e-02,0.82,-1.02
-9.82080e-02,0.66,0.94
-9.82064e-02,-0.22,-1.02
-9.82048e-02,-0.9,0.94
-9.82032e-02,-0.26,-1.02
-9.82016e-02,0.9,0.94
-9.82000e-02,0.66,-1.02
-9.81984e-02,-0.22,0.98
-9.81968e-02,-0.9,-1.02
-9.81952e-02,-0.26,0.94
-9.81936e-02,0.86,-1.02
-9.81920e-02,0.62,0.94
-9.81904e-02,-0.26,-1.06
-9.81888e-02,-0.86,0.94
-9.81872e-02,-0.26,-1.02
-9.81856e-02,0.9,0.94
-9.81840e-02,0.66,-1.02
-9.81824e-02,-0.22,0.94
-9.81808e-02,-0.86,-1.02
-9.81792e-02,-0.26,0.94
-9.81776e-02,0.9,-1.06
-9.81760e-02,0.66,0.94
-9.81744e-02,-0.26,-1.06
-9.81728e-02,-0.9,0.94
-9.81712e-02,-0.3,-1.02
-9.81696e-02,0.9,0.94
-9.81680e-02,0.66,-1.06
-9.81664e-02,-0.22,0.94
-9.81648e-02,-0.86,-1.06
-9.81632e-02,-0.26,0.94
-9.81616e-02,0.9,-1.06
-9.81600e-02,0.66,0.98
-9.81584e-02,-0.22,-1.06
-9.81568e-02,-0.9,0.94
-9.81552e-02,-0.3,-1.06
-9.81536e-02,0.94,0.94
-9.81520e-02,0.66,-1.06
-9.81504e-02,-0.22,0.94
-9.81488e-02,-0.94,-1.06
-9.81472e-02,-0.3,0.94
-9.81456e-02,0.94,-1.06
-9.81440e-02,0.62,0.94
-9.81424e-02,-0.22,-1.02
-9.81408e-02,-0.86,0.94
-9.81392e-02,-0.3,-1.02
-9.81376e-02,0.94,0.94
-9.81360e-02,0.66,-1.02
-9.81344e-02,-0.22,0.98
-9.81328e-02,-0.9,-1.06
-9.81312e-02,-0.3,0.98
-9.81296e-02,0.9,-1.02
-9.81280e-02,0.62,0.98
-9.81264e-02,-0.22,-1.02
-9.81248e-02,-0.9,0.94
-9.81232e-02,-0.3,-1.06
-9.81216e-02,0.94,0.98
-9.81200e-02,0.66,-1.02
-9.81184e-02,-0.18,0.98
-9.81168e-02,-0.9,-1.02
-9.81152e-02,-0.3,0.94
-9.81136e-02,0.9,-1.02
-9.81120e-02,0.66,0.98
-9.81104e-02,-0.22,-1.02
-9.81088e-02,-0.9,0.98
-9.81072e-02,-0.3,-1.02
-9.81056e-02,0.9,0.94
-9.81040e-02,0.66,-1.02
-9.81024e-02,-0.18,0.98
-9.81008e-02,-0.9,-1.02
-9.80992e-02,-0.3,0.94
-9.80976e-02,0.9,-1.02
-9.80960e-02,0.66,0.94
-9.80944e-02,-0.22,-1.02
-9.80928e-02,-0.9,0.94
-9.80912e-02,-0.34,-1.02
-9.80896e-02,0.86,0.94
-9.80880e-02,0.66,-1.02
-9.80864e-02,-0.22,0.94
-9.80848e-02,-0.9,-1.02
-9.80832e-02,-0.3,0.94
-9.80816e-02,0.86,-1.02
-9.80800e-02,0.66,0.94
-9.80784e-02,-0.18,-1.02
-9.80768e-02,-0.94,0.94
-9.80752e-02,-0.3,-1.02
-9.80736e-02,0.86,0.94
-9.80720e-02,0.66,-1.02
-9.80704e-02,-0.18,0.94
-9.80688e-02,-0.9,-1.02
-9.80672e-02,-0.3,0.94
-9.80656e-02,0.86,-1.02
-9.80640e-02,0.7,0.9
-9.80624e-02,-0.18,-1.02
-9.80608e-02,-0.86,0.94
-9.80592e-02,-0.34,-1.02
-9.80576e-02,0.82,0.9
-9.80560e-02,0.7,-1.02
-9.80544e-02,-0.18,0.94
-9.80528e-02,-0.9,-1.02
-9.80512e-02,-0.34,0.94
-9.80496e-02,0.82,-1.02
-9.80480e-02,0.7,0.94
-9.80464e-02,-0.14,-1.02
-9.80448e-02,-0.9,0.94
-9.80432e-02,-0.34,-1.02
-9.80416e-02,0.82,0.94
-9.80400e-02,0.74,-1.02
-9.80384e-02,-0.14,0.94
-9.80368e-02,-0.9,-1.02
-9.80352e-02,-0.38,0.94
-9.80336e-02,0.78,-1.02
-9.80320e-02,0.7,0.94
-9.80304e-02,-0.18,-1.02
-9.80288e-02,-0.9,0.98
-9.80272e-02,-0.34,-1.02
-9.80256e-02,0.74,0.94
-9.80240e-02,0.74,-1.06
-9.80224e-02,-0.14,0.94
-9.80208e-02,-0.9,-1.02
-9.80192e-02,-0.34,0.98
-9.80176e-02,0.78,-1.02
-9.80160e-02,0.74,0.94
-9.80144e-02,-0.14,-1.02
-9.80128e-02,-0.9,0.98
-9.80112e-02,-0.34,-1.02
-9.80096e-02,0.78,0.98
-9.80080e-02,0.7,-1.02
-9.80064e-02,-0.14,0.98
-9.80048e-02,-0.86,-1.02
-9.80032e-02,-0.38,0.98
-9.80016e-02,0.74,-1.02
-9.80000e-02,0.74,0.98
-9.79984e-02,-0.14,-1.02
-9.79968e-02,-0.9,0.98
-9.79952e-02,-0.38,-1.02
-9.79936e-02,0.74,0.98
-9.79920e-02,0.7,-1.02
-9.79904e-02,-0.14,0.98
-9.79888e-02,-0.86,-1.02
-9.79872e-02,-0.38,0.94
-9.79856e-02,0.74,-1.02
-9.79840e-02,0.7,0.98
-9.79824e-02,-0.14,-1.02
-9.79808e-02,-0.9,0.98
-9.79792e-02,-0.38,-1.02
-9.79776e-02,0.74,0.98
-9.79760e-02,0.74,-1.02
-9.79744e-02,-0.0999999,0.98
-9.79728e-02,-0.86,-1.02
-9.79712e-02,-0.38,0.98
-9.79696e-02,0.74,-1.02
-9.79680e-02,0.74,0.98
-9.79664e-02,-0.14,-0.98
-9.79648e-02,-0.86,0.98
-9.79632e-02,-0.38,-1.02
-9.79616e-02,0.74,0.98
-9.79600e-02,0.74,-1.02
-9.79584e-02,-0.14,0.98
-9.79568e-02,-0.9,-1.02
-9.79552e-02,-0.38,0.98
-9.79536e-02,0.74,-1.02
-9.79520e-02,0.78,0.98
-9.79504e-02,-0.0999999,-0.98
-9.79488e-02,-0.86,1.02
-9.79472e-02,-0.38,-1.02
-9.79456e-02,0.74,0.98
-9.79440e-02,0.74,-1.02
-9.79424e-02,-0.14,0.98
-9.79408e-02,-0.9,-1.02
-9.79392e-02,-0.38,0.98
-9.79376e-02,0.78,-1.02
-9.79360e-02,0.7,0.98
-9.79344e-02,-0.0999999,-1.02
-9.79328e-02,-0.9,0.98
-9.79312e-02,-0.38,-1.02
-9.79296e-02,0.78,0.98
-9.79280e-02,0.74,-1.02
-9.79264e-02,-0.0999999,0.98
-9.79248e-02,-0.9,-1.02
-9.79232e-02,-0.38,0.98
-9.79216e-02,0.78,-1.02
-9.79200e-02,0.74,0.98
-9.79184e-02,-0.0999999,-1.02
-9.79168e-02,-0.9,0.98
-9.79152e-02,-0.38,-1.06
-9.79136e-02,0.82,0.98
-9.79120e-02,0.74,-1.02
-9.79104e-02,-0.0999999,0.98
-9.79088e-02,-0.86,-1.02
-9.79072e-02,-0.42,0.98
-9.79056e-02,0.82,-1.06
-9.79040e-02,0.74,0.98
-9.79024e-02,-0.0999999,-1.06
-9.79008e-02,-0.86,0.98
-9.78992e-02,-0.38,-1.06
-9.78976e-02,0.86,0.98
-9.78960e-02,0.74,-1.06
-9.78944e-02,-0.14,0.98
-9.78928e-02,-0.86,-1.06
-9.78912e-02,-0.38,0.98
-9.78896e-02,0.82,-1.06
-9.78880e-02,0.74,0.98
-9.78864e-02,-0.0599999,-1.06
-9.78848e-02,-0.9,0.98
-9.78832e-02,-0.42,-1.06
-9.78816e-02,0.82,0.98
-9.78800e-02,0.74,-1.06
-9.78784e-02,-0.0999999,0.98
-9.78768e-02,-0.9,-1.06
-9.78752e-02,-0.42,0.98
-9.78736e-02,0.82,-1.06
-9.78720e-02,0.74,0.94
-9.78704e-02,-0.0999999,-1.06
-9.78688e-02,-0.86,0.94
-9.78672e-02,-0.42,-1.06
-9.78656e-02,0.82,0.98
-9.78640e-02,0.74,-1.06
-9.78624e-02,-0.0599999,0.98
-9.78608e-02,-0.86,-1.06
-9.78592e-02,-0.42,0.98
-9.78576e-02,0.82,-1.06
-9.78560e-02,0.74,0.94
-9.78544e-02,-0.0599999,-1.06
-9.78528e-02,-0.86,0.98
-9.78512e-02,-0.42,-1.06
-9.78496e-02,0.86,0.94
-9.78480e-02,0.74,-1.06
-9.78464e-02,-0.0599999,0.98
-9.78448e-02,-0.86,-1.06
-9.78432e-02,-0.42,0.94
-9.78416e-02,0.82,-1.06
-9.78400e-02,0.74,0.94
-9.78384e-02,-0.0999999,-1.02
-9.78368e-02,-0.86,0.94
-9.78352e-02,-0.42,-1.06
-9.78336e-02,0.82,0.98
-9.78320e-02,0.74,-1.06
-9.78304e-02,-0.0599999,0.94
-9.78288e-02,-0.9,-1.02
-9.78272e-02,-0.46,0.94
-9.78256e-02,0.82,-1.06
-9.78240e-02,0.74,0.94
-9.78224e-02,-0.0599999,-1.02
-9.78208e-02,-0.86,0.94
-9.78192e-02,-0.42,-1.06
-9.78176e-02,0.78,0.94
-9.78160e-02,0.74,-1.02
-9.78144e-02,-0.0599999,0.98
-9.78128e-02,-0.86,-1.02
-9.78112e-02,-0.42,0.94
-9.78096e-02,0.74,-1.02
-9.78080e-02,0.74,0.94
-9.78064e-02,-0.0599999,-1.02
-9.78048e-02,-0.86,0.94
-9.78032e-02,-0.42,-1.02
-9.78016e-02,0.78,0.94
-9.78000e-02,0.78,-1.02
-9.77984e-02,-0.0199999,0.94
-9.77968e-02,-0.86,-1.02
-9.77952e-02,-0.46,0.98
-9.77936e-02,0.78,-1.02
-9.77920e-02,0.78,0.98
-9.77904e-02,-0.0199999,-1.02
-9.77888e-02,-0.9,0.94
-9.77872e-02,-0.46,-1.02
-9.77856e-02,0.74,0.98
-9.77840e-02,0.78,-1.02
-9.77824e-02,-0.0199999,0.98
-9.77808e-02,-0.86,-0.98
-9.77792e-02,-0.46,0.98
-9.77776e-02,0.74,-1.02
-9.77760e-02,0.78,0.98
-9.77744e-02,-0.0199999,-0.98
-9.77728e-02,-0.86,0.98
-9.77712e-02,-0.5,-1.02
-9.77696e-02,0.7,0.98
-9.77680e-02,0.78,-1.02
-9.77664e-02,-0.0199999,0.98
-9.77648e-02,-0.86,-0.98
-9.77632e-02,-0.46,0.98
-9.77616e-02,0.7,-1.02
-9.77600e-02,0.78,0.98
-9.77584e-02,0.0200001,-1.02
-9.77568e-02,-0.86,0.98
-9.77552e-02,-0.5,-1.02
-9.77536e-02,0.7,0.98
-9.77520e-02,0.78,-1.02
-9.77504e-02,-0.0199999,0.98
-9.77488e-02,-0.86,-0.98
-9.77472e-02,-0.5,0.98
-9.77456e-02,0.7,-0.98
-9.77440e-02,0.78,0.98
-9.77424e-02,0.0200001,-0.98
-9.77408e-02,-0.86,0.98
-9.77392e-02,-0.5,-0.98
-9.77376e-02,0.66,0.98
-9.77360e-02,0.82,-0.98
-9.77344e-02,0.0200001,0.98
-9.77328e-02,-0.86,-0.98
-9.77312e-02,-0.5,0.98
-9.77296e-02,0.7,-0.98
-9.77280e-02,0.82,0.98
-9.77264e-02,-0.0199999,-0.98
-9.77248e-02,-0.82,0.98
-9.77232e-02,-0.5,-0.98
-9.77216e-02,0.66,1.02
-9.77200e-02,0.82,-0.98
-9.77184e-02,0.0200001,0.98
-9.77168e-02,-0.86,-0.98
-9.77152e-02,-0.5,0.98
-9.77136e-02,0.7,-0.98
-9.77120e-02,0.78,1.02
-9.77104e-02,0.0200001,-0.98
-9.77088e-02,-0.86,0.98
-9.77072e-02,-0.5,-0.98
-9.77056e-02,0.66,0.98
-9.77040e-02,0.78,-0.98
-9.77024e-02,0.0200001,1.02
-9.77008e-02,-0.82,-0.98
-9.76992e-02,-0.5,0.98
-9.76976e-02,0.66,-0.98
-9.76960e-02,0.82,1.02
-9.76944e-02,0.0200001,-0.98
-9.76928e-02,-0.82,1.02
-9.76912e-02,-0.54,-0.98
-9.76896e-02,0.66,0.98
-9.76880e-02,0.78,-0.98
-9.76864e-02,0.0600001,1.02
-9.76848e-02,-0.82,-0.98
-9.76832e-02,-0.5,0.98
-9.76816e-02,0.62,-0.98
-9.76800e-02,0.82,1.02
-9.76784e-02,0.0200001,-0.98
-9.76768e-02,-0.86,1.02
-9.76752e-02,-0.5,-0.98
-9.76736e-02,0.66,1.02
-9.76720e-02,0.82,-0.98
-9.76704e-02,0.0200001,0.98
-9.76688e-02,-0.86,-0.94
-9.76672e-02,-0.5,0.98
-9.76656e-02,0.66,-0.98
-9.76640e-02,0.78,1.02
-9.76624e-02,0.0200001,-0.98
-9.76608e-02,-0.86,0.98
-9.76592e-02,-0.54,-0.98
-9.76576e-02,0.66,1.02
-9.76560e-02,0.78,-0.98
-9.76544e-02,0.0600001,1.02
-9.76528e-02,-0.86,-0.98
-9.76512e-02,-0.5,1.02
-9.76496e-02,0.7,-0.98
-9.76480e-02,0.78,0.98
-9.76464e-02,0.0200001,-0.98
-9.76448e-02,-0.86,1.02
-9.76432e-02,-0.54,-0.98
-9.76416e-02,0.7,1.02
-9.76400e-02,0.82,-0.98
-9.76384e-02,0.0600001,1.02
-9.76368e-02,-0.86,-0.98
-9.76352e-02,-0.5,1.02
-9.76336e-02,0.74,-1.02
-9.76320e-02,0.82,1.02
-9.76304e-02,0.0600001,-0.98
-9.76288e-02,-0.82,1.02
-9.76272e-02,-0.54,-0.98
-9.76256e-02,0.74,1.02
-9.76240e-02,0.78,-1.02
-9.76224e-02,0.0600001,1.02
-9.76208e-02,-0.82,-1.02
-9.76192e-02,-0.54,1.02
-9.76176e-02,0.74,-1.02
-9.76160e-02,0.82,1.02
-9.76144e-02,0.0600001,-1.02
-9.76128e-02,-0.86,1.02
-9.76112e-02,-0.54,-1.02
-9.76096e-02,0.74,1.02
-9.76080e-02,0.78,-1.02
-9.76064e-02,0.0600001,1.02
-9.76048e-02,-0.86,-1.02
-9.76032e-02,-0.5,1.02
-9.76016e-02,0.74,-1.02
-9.76000e-02,0.82,1.02
-9.75984e-02,0.0600001,-1.02
-9.75968e-02,-0.86,1.02
-9.75952e-02,-0.5,-1.06
-9.75936e-02,0.78,1.02
-9.75920e-02,0.82,-1.02
-9.75904e-02,0.0600001,1.02
-9.75888e-02,-0.82,-1.02
-9.75872e-02,-0.54,1.02
-9.75856e-02,0.74,-1.02
-9.75840e-02,0.82,1.02
-9.75824e-02,0.1,-1.02
-9.75808e-02,-0.82,1.02
-9.75792e-02,-0.54,-1.02
-9.75776e-02,0.78,1.02
-9.75760e-02,0.82,-1.02
-9.75744e-02,0.1,1.02
-9.75728e-02,-0.82,-1.02
-9.75712e-02,-0.58,1.02
-9.75696e-02,0.74,-1.02
-9.75680e-02,0.78,0.98
-9.75664e-02,0.1,-1.02
-9.75648e-02,-0.86,0.98
-9.75632e-02,-0.54,-1.02
-9.75616e-02,0.74,1.02
-9.75600e-02,0.82,-1.06
-9.75584e-02,0.1,0.98
-9.75568e-02,-0.86,-1.02
-9.75552e-02,-0.54,0.98
-9.75536e-02,0.74,-1.02
-9.75520e-02,0.82,1.02
-9.75504e-02,0.1,-1.02
-9.75488e-02,-0.82,0.98
-9.75472e-02,-0.54,-1.02
-9.75456e-02,0.74,1.02
-9.75440e-02,0.82,-1.02
-9.75424e-02,0.1,1.02
-9.75408e-02,-0.82,-0.98
-9.75392e-02,-0.54,0.98
-9.75376e-02,0.74,-1.02
-9.75360e-02,0.78,0.98
-9.75344e-02,0.1,-1.02
-9.75328e-02,-0.82,0.98
-9.75312e-02,-0.54,-1.02
-9.75296e-02,0.7,0.98
-9.75280e-02,0.82,-1.02
-9.75264e-02,0.1,0.98
-9.75248e-02,-0.82,-0.98
-9.75232e-02,-0.58,0.98
-9.75216e-02,0.66,-0.98
-9.75200e-02,0.82,0.98
-9.75184e-02,0.14,-0.98
-9.75168e-02,-0.78,0.98
-9.75152e-02,-0.58,-0.98
-9.75136e-02,0.66,0.98
-9.75120e-02,0.82,-0.98
-9.75104e-02,0.1,1.02
-9.75088e-02,-0.82,-0.98
-9.75072e-02,-0.58,0.98
-9.75056e-02,0.62,-0.98
-9.75040e-02,0.82,1.02
-9.75024e-02,0.1,-0.98
-9.75008e-02,-0.86,0.98
-9.74992e-02,-0.58,-0.98
-9.74976e-02,0.62,0.98
-9.74960e-02,0.82,-0.98
-9.74944e-02,0.14,0.98
-9.74928e-02,-0.82,-0.98
-9.74912e-02,-0.58,0.98
-9.74896e-02,0.62,-0.98
-9.74880e-02,0.82,0.98
-9.74864e-02,0.1,-0.98
-9.74848e-02,-0.78,0.98
-9.74832e-02,-0.58,-0.94
-9.74816e-02,0.62,0.98
-9.74800e-02,0.82,-0.98
-9.74784e-02,0.14,1.02
-9.74768e-02,-0.78,-0.94
-9.74752e-02,-0.58,0.98
-9.74736e-02,0.62,-0.94
-9.74720e-02,0.82,1.02
-9.74704e-02,0.14,-0.94
